업체명,사업자등록번호,주업종,주요 생산품목,소재지,전화번호
아이엔씨에스,5061719868,제조업,계장제어장치,경상북도 포항시 남구 대송면 장동홍계길147번길 17-17아이엔씨에스,054-277-0226
안산메디칼,5773800105,사업시설관리 및 사업지원 서비스업,장애인의료기기판매및임대,경기도 안산시 단원구 광덕3로 59102호 (초지동),031-415-1500
에이씨티테크,7971300502,사업시설 관리 사업 지원 및 임대 서비스업,프레임 전기판넬,경기도 시흥시 엠티브이25로58번길 12(정왕동 다동 1층(시화MTV 3사209호)),031-499-6222
이탑,6092321252,사업시설관리 및 사업지원 서비스업,전기설비보수 개조 제작 ,경상남도 창원시 의창구 도계두리길 1741층 107호,055-238-6447
제일복지방역,3782500100,사업시설 관리 사업 지원 및 임대 서비스업|건축 기술 엔지니어링 및 기타 과학기술 서비스업,건물청소서비스,경기도 의왕시 오전로 57상가동 206호(오전동 무궁화아파트),031-452-5374
주식회사 디에이치시스템,3328800133,제조업,건물청소서비스,경기도 고양시 일산서구 홀트로 66B01호(탄현동 동화프라자),031-975-5955
주식회사 현대전력안전공사,6098145633,금속가공제품 제조업(기계 및 가구 제조업 제외),전기장치및부품소모품유지보수,경상남도 창원시 의창구 도계두리길 174(도계동 영남 아파트 상가 107호),055-273-3203
효성산업,6081557903,사업시설관리 및 사업지원 서비스업|사업시설 관리 및 조경 서비스업,밸브부품류,경상남도 창원시 성산구 완암로 50테크동 608호,055-607-0720
(주)원진,4088197090,건설업,물탱크,전라남도 보성군 미력면 농공길 17,061-853-7750
유)신안용역,4118150015,제조업,건물청소서비스,전라남도 목포시 비파로124번길 14-11층(상동) (상동),061-277-7474
(주)대보토건,1328140458,제조업,유로폼,경기도 남양주시 화도읍 비룡로158번길 17건영상가 301호,031-511-6342
(주)버드리,7498701143,전기장비 제조업,방향족또는이종고리화합물,경기도 성남시 중원구 광명로 377신구대학 창업관 비107-1호 (금광동),031-707-2777
(주)어울림디자인,6478600216,출판 영상 방송통신 및 정보서비스업,가정용싱크대,대전광역시 중구 충무로 1592층,042-271-4759
(주)에이스엘이디,1438116962,제조업,옥외조명설비공사,경기도 용인시 처인구 남사면 처인성로 928,070-4410-3994
(주)와이엠,1268640860,비금속 광물제품 제조업,실물모형,경기도 용인시 처인구 한터로152번길 28-271층 (고림동),070-8745-9606
cntree,3460500293,제조업,가정용수납장,경기도 용인시 처인구 모현읍 포은대로 1068씨엔트리목공방,031-337-1530
그린스톤 주식회사,3108118686,출판 영상 방송통신 및 정보서비스업,콘크리트호안및옹벽블록,충청남도 홍성군 홍성읍 대학길 289,041-632-6422
나웅,3120520016,전기장비 제조업|임대업; 부동산 제외|도매 및 소매업|기타 제품 제조업,간판 현수막,충청남도 천안시 서북구 백석로 1981층,041-577-7088
마음커뮤니케이션,3660900368,건설업,아트디자인및그래픽용역,전라북도 전주시 완산구 효동3길 7K-ICT 3D프린팅 전주센터 402호 (효자동1가),063-227-9738
엘이디에코텍 주식회사,4028613364,그 밖의 모든 업종,LED실내조명등,전라북도 전주시 완산구 전룡로 63-1.,070-4411-8301
주식회사 환경건축,2968801137,건설업,실내건축공사,전라북도 전주시 완산구 솟대1길 20-3102호 (삼천동1가),063-246-0471
함께하는동행,4031197073,의복 의복액세서리 및 모피제품 제조업,옥외광고업,전라북도 익산시 중앙로5길 64함께하는동행,063-832-3404
(주)창대전기통신,2148693043,출판 영상 방송통신 및 정보서비스업,정보통신공사,서울특별시 서초구 바우뫼로 913층 9호 (양재동 에이상가),02-525-3355
델리카(주),2078137048,도매 및 소매업,여자근무복,서울특별시 광진구 자양로41길 10 3층 (구의동),02-446-7766
동원시스템(DWS),1170924657,인쇄 및 기록매체 복제업,홈페이지 소프트웨어 개발,서울특별시 강남구 테헤란로25길 6-9544호 (역삼동),070-4633-5038
부일,6162743271,도매 및 소매업|사업시설관리 및 사업지원 서비스업|그 밖의 모든 업종,위생용품,제주특별자치도 제주시 진동로 74-3,064-756-7062
삼영문화사,2012367127,도매 및 소매업,기타인쇄물,서울특별시 중구 퇴계로39길 162층(충무로4가),02-2271-2551
유한회사) 무지개,6258600521,제조업,건물청소서비스,전라남도 나주시 금성관길 1-32층,061-332-0044
주식회사 비즈메디글로벌,6348800965,도매 및 소매업,병원의료품일체,서울특별시 영등포구 의사당대로1길 116층 714호(여의도동 메종리브르오피스텔),02-780-7157
주식회사 호도스이노텍,6918601245,출판 영상 방송통신 및 정보서비스업|도매 및 소매업,보도블록 및 수문,전라남도 장성군 장성읍 보해길 38-71동,063-224-6207
탑걸주얼리,2066013766,운수업,모조보석귀고리,서울특별시 중구 남대문시장길 45-4우주악세사리상가2층 118~119,02-756-3155
팹카페서울,7860300314,도매 및 소매업,전자신문,서울특별시 영등포구 가마산로61다길 7(신길동),02-841-3081
(주)아름관광여행사,1228166276,건설업,도로운송용역,인천광역시 부평구 부흥로294번길 4(부평동 추인타워 402호),032-528-7800
가야의료기상사,6110186353,도매 및 소매업,일회용주사기외,경상남도 합천군 합천읍 충효로 84-5가야의료기,055-933-3344
강화정보통신 주식회사,1378621863,제조업,정보통신공사,인천광역시 강화군 강화읍 강화대로 246강화정보통신 주식회사,032-934-9696
나노홈코리아,4261900941,영상ㆍ오디오 기록물 제작 및 배급업,방충망,부산광역시 중구 구덕로 414층 일부,051-558-2204
부성선박 주식회사,6028163867,도매 및 소매업,윈치,부산광역시 영도구 남항서로 129(대교동1가),051-416-6604
에이아이비전정보(주),4108195945,건설업|연구개발업|제조업,졸업앨범,광주광역시 서구 상무대로867번길 23-1치평동 (치평동),062-374-6400
주식회사 굿메드,3318600548,섬유제품 제조업(의복 제조업 제외),의료용소모품,경기도 남양주시 가운로1길 15층 505-2호(다산동 드림프라자),031-564-8568
포엠(주),4098632931,수리(修理) 및 기타 개인 서비스업,토목공학용역,전라남도 광양시 광포3길 502층,061-330-2931
(주)재성,3038166711,비금속 광물제품 제조업,자동차용품,충청북도 음성군 생극면 대금로 1986,043-878-7845
모던케어시스템,3123298918,도매 및 소매업,기타청소서비스,충청북도 청주시 청원구 오창읍 양청1길 37세바빌303호,043-215-9647
에버그린조경개발주식회사,3038165084,그 밖의 기계 및 장비 제조업,조경석,충청북도 충주시 소태면 구룡로 1298,043-847-0047
합성강철가구,5040163765,제조업,사무용 가구,대구광역시 북구 칠성가구시장로 4합성사무용가구,053-423-4100
대광이엔지,2230561279,건설업,스크루컨베이어,강원도 원주시 태장공단길 42-7대광이엔지,033-735-8411
성모의지,5011071327,제조업,장애인보장구 보조기,대구광역시 동구 매여로 102(각산동),053-623-7621
예작인테리어,2260984885,도매 및 소매업,구조물및건축물유지보수,강원도 강릉시 남구길11번길 16(포남동),033-655-6641
오사사공,6200308369,부동산업 및 임대업|사업시설 관리 사업 지원 및 임대 서비스업,열전사기,울산광역시 중구 북부순환도로 845(서동),052-294-5440
(주)넥스트메디텍,2158777795,제조업,장애인보조기구,경기도 광주시 경충대로 18791층 (장지동),031-734-1874
(주)신광환경,1238181421,제조업,소독(방역)위생관리조경시설경비외,경기도 군포시 번영로 514 현대프라자 301호 (금정동),031-398-0212
(주)엠제빈,4108691871,부동산업,라이다센서,광주광역시 북구 첨단과기로 333벤처지원센터 210호,062-602-7422
(주)청솔육가공,1408164349,컴퓨터 프로그래밍 시스템 통합 및 관리업,축산물,경기도 시흥시 미산로143번안길 17(미산동),031-316-3311
금터부동산,1581900301,도매 및 소매업,부동산중개업,경기도 평택시 경기대로 1144상가103호 (장당동 제일하이빌2차아파트),031-666-2900
다산아이엔에스 주식회사,1068670531,제조업,사무용소프트웨어,서울특별시 용산구 이촌로2가길 21205호(이촌동 주안하우스),070-7728-7293
대동전기,1010546852,제조업,실링피팅,서울특별시 종로구 창경궁로16길 181층 대동전기(연지동),02-741-0942
삼정다이아몬드,1304036988,건설업,다이아몬드공구,인천광역시 남동구 남동서로 329-14남촌동 8블럭 16롯트,032-327-1771
상광전자,1222188387,기타 제품 제조업|도매 및 소매업,전자부품금형,인천광역시 부평구 부평대로 283(청천동 우림라이온스밸리 B동 103호 102호),032-623-6543
셀파씨엔씨주식회사,1208702958,제조업,공기순환기,서울특별시 금천구 서부샛길 6481304호(가산동 대륭테크노타운 6차),02-568-3632
신장사랑(복지충전소),8533200706,제조업|도매 및 소매업,화장실세정제,인천광역시 미추홀구 미추홀대로 716207호(주안동 메인프라자),032-862-8806
아도마,2011968911,교육 서비스업,광고대행용역,서울특별시 중구 수표로6길 12(충무로3가),02-2263-9895
윈데크코리아,2156000246,제조업|도매 및 소매업,목재품가공용역,경기도 부천시 길주로 252금광베네스타 201호,032-325-9850
인천기계직업전문학원,1269462928,제조업,과학기술분야직업훈련용역,인천광역시 부평구 경인로 7715층 502호(십정동),032-221-1555
제3기획,1851500912,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,기타인쇄물,서울특별시 종로구 자하문로 66(효자동),02-739-4604
주식회사 리디테크,4458601017,전문직별 공사업,중고 노트북/PC 재생,서울특별시 영등포구 경인로72길 11-41층(문래동1가),02-1577-0164
주식회사 지앤씨씨,1138640864,사업시설관리 및 사업지원 서비스업,영상감시장치,서울특별시 구로구 공원로7길 41-22201호(구로동),02-838-0491
주식회사 태영테크,3038106649,전문 과학 및 기술 서비스업,창호공사,제주특별자치도 제주시 중앙로 1503층,064-757-6543
주식회사 하이스,1348702831,가구 제조업,건물청소서비스,경기도 안산시 단원구 풍전로 37-9313동 202호(원곡동 트리플렉스),031-475-1458
주식회사 한영문화재,1558600551,제조업,문화유산보존또는촉진용역,경기도 안성시 도기6길 73층(도기동),031-676-0217
주식회사자연교구,1428120575,건설업,교구자재제조도소매,경기도 화성시 향남읍 발안로 702-97,031-339-1055
크루베스트,7692700654,화학물질 및 화학제품 제조업(의약품 제조업 제외),남성용티셔츠,서울특별시 노원구 한글비석로31가길 42(상계동),02-6487-7789
(주)라이프디자인,6168122429,제조업,가구설치,제주 제주시 도두1동2275,064-711-9777
(주)코솔텍,5148158785,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,기타무기금속염,대구광역시 달성군 논공읍 논공중앙로 51길 24,053-721-8005
(주)테크헤븐,3058620375,도매 및 소매업|기타 개인 서비스업,미량요소비료,충청남도 공주시 월미농공단지길 33,041-881-3375
기가정보시스템,5061035272,수리(修理) 및 기타 개인 서비스업,데스크톱컴퓨터,경상북도 포항시 남구 포스코대로367번길 18기가정보시스템,054-283-2844
이레플랫폼,5591300889,전문 과학 및 기술 서비스업,렌터카 중계 보험 중계 그늘막. 윤활유 의료기기 준공도서,대전광역시 동구 대전로542번길 121311-1401 (천동 위드힐),042-347-2040
